db1.tbl5_fact.col1,db1.tbl5_fact.col2,db1.tbl5_fact.col3,db1.tbl5_fact.col4
502,127,1,3853
44,403,1,3405
2,830,1,2769
524,1415,1,2656
92,201,1,2141
105,1593,1,7725
897,680,1,574
1,1491,1,1566
14,1712,1,9998
3,386,1,437
63,1826,1,3590
236,1815,1,1399
777,153,1,9747
17,218,1,7692
202,19,1,3267
538,1131,1,6409
93,366,1,3498
3,801,1,4957
53,1742,1,1975
799,480,1,9059
911,744,1,9246
69,507,1,5411
429,1088,1,7743
2,820,1,2535
4,946,1,7574
703,1271,1,8220
2,413,1,3218
2,880,1,2336
13,816,1,4677
46,1920,1,6396
52,1260,1,7330
5,1823,1,2158
552,656,1,2692
530,53,1,6542
11,1530,1,3343
14,1947,1,1556
108,1628,1,276
80,1945,1,2737
10,1808,1,9540
12,169,1,3090
8,1703,1,7579
3,150,1,7969
17,1070,1,2173
96,1389,1,153
145,801,1,1605
191,945,1,6802
9,1184,1,7725
172,1629,1,1827
1,1361,1,8439
20,1187,1,5510
214,503,1,1371
63,869,1,5323
20,602,1,5129
70,493,1,5812
499,508,1,1692
39,294,1,6675
224,864,1,3391
866,1873,1,2399
110,769,1,9863
41,122,1,37
1,419,1,1628
9,1572,1,2340
39,1889,1,6161
219,1162,1,1372
15,771,1,677
742,1596,1,5073
4,1859,1,253
148,822,1,2865
13,1777,1,1617
21,1061,1,2232
228,644,1,6434
5,241,1,761
1,302,1,3287
28,963,1,6302
29,139,1,7067
219,745,1,6835
789,60,1,393
1,1879,1,8623
47,1837,1,997
92,1412,1,7149
900,1385,1,9284
651,96,1,1101
116,136,1,8294
28,546,1,9085
2,629,1,2261
10,464,1,9981
45,1986,1,2181
128,725,1,5317
65,1700,1,1781
118,1581,1,6434
14,1942,1,9472
130,1639,1,4009
2,645,1,7374
2,661,1,3287
2,720,1,4518
442,937,1,2629
1,1673,1,539
226,673,1,1781
3,1034,1,6606
19,1582,1,2349
533,117,1,5408
45,1687,1,7170
3,136,1,1961
5,1504,1,3092
552,1959,1,7098
14,1948,1,3563
45,140,1,5082
18,92,1,4902
10,559,1,2305
3,1340,1,2486
96,855,1,7929
121,1292,1,8176
4,1474,1,649
206,1126,1,7891
337,1597,1,3816
553,250,1,6280
2,540,1,9744
5,1403,1,9495
352,667,1,2633
2,1856,1,7904
1,335,1,1269
380,946,1,1774
6,717,1,7021
12,961,1,3628
16,898,1,1167
321,541,1,2549
7,434,1,1551
447,1759,1,2141
57,715,1,5503
29,291,1,6009
6,824,1,6423
3,833,1,5847
60,531,1,3521
16,1769,1,7929
512,2,1,7126
22,39,1,8813
26,643,1,5408
13,842,1,2524
207,95,1,4768
13,897,1,8363
4,904,1,5645
356,1505,1,2420
49,1071,1,9609
47,1224,1,6078
54,1391,1,7678
122,1503,1,939
6,1378,1,4931
1,43,1,6353
242,1115,1,6944
1,1925,1,7612
125,1423,1,8065
1,1812,1,3178
9,489,1,5352
1,1597,1,5101
28,1468,1,3797
75,527,1,2885
2,1848,1,9924
9,385,1,1273
594,649,1,6408
15,1359,1,1753
228,1201,1,7671
580,790,1,7431
826,1392,1,1692
467,504,1,9450
6,1986,1,8624
756,989,1,5174
246,1401,1,3906
296,867,1,6047
1,998,1,6081
710,387,1,6157
190,837,1,6815
176,203,1,6685
1,768,1,2105
3,1093,1,5100
754,1698,1,9377
24,1143,1,437
11,901,1,4326
302,1722,1,7009
1,1948,1,8814
13,229,1,8827
9,330,1,1994
8,1573,1,2676
6,1675,1,5862
3,1114,1,2341
2,1474,1,9602
68,350,1,3817
547,780,1,9021
25,458,1,2282
5,949,1,7464
2,1327,1,5823
281,165,1,8729
808,113,1,9595
8,1951,1,8997
5,1258,1,6683
51,1231,1,9044
186,137,1,8098
17,1596,1,556
63,682,1,8068
120,938,1,5342
745,210,1,5044
2,1645,1,7401
981,1732,1,6030
11,1586,1,6819
126,1923,1,2095
41,1491,1,3479
21,1738,1,2931
104,913,1,8446
11,1745,1,3521
1,276,1,59
22,1448,1,3703
28,1000,1,9914
3,1874,1,2608
618,1283,1,5111
3,1995,1,8457
12,942,1,1708
2,653,1,2294
31,1135,1,2485
6,1066,1,2736
22,1141,1,3456
3,642,1,938
1,1117,1,878
192,804,1,8739
68,1827,1,2463
7,1991,1,4494
1,1173,1,6136
366,295,1,7982
2,639,1,2216
596,1167,1,5727
20,518,1,5948
7,1262,1,8422
145,1204,1,1428
398,1534,1,6288
9,211,1,1700
12,1774,1,2146
14,1287,1,8199
559,1757,1,6959
100,1766,1,4273
4,944,1,9422
2,1373,1,1824
3,1546,1,3985
4,363,1,8823
3,275,1,8462
78,905,1,3772
1,484,1,501
10,1661,1,5607
60,235,1,7940
5,1930,1,5608
1,1116,1,2751
1,649,1,1313
1,1443,1,2154
293,100,1,4737
77,1246,1,609
1,382,1,5105
10,1494,1,1664
5,1398,1,3295
43,1213,1,5925
28,1289,1,1998
21,1943,1,6023
6,1851,1,3186
2,1088,1,1532
145,1513,1,4217
407,180,1,7385
659,789,1,3707
1,529,1,7260
143,1936,1,4503
129,1998,1,8868
673,1548,1,9847
4,39,1,5005
145,980,1,3545
1,200,1,3819
63,1061,1,8088
8,760,1,7083
177,911,1,3444
360,186,1,5710
9,487,1,1048
29,1252,1,9524
1,1016,1,2661
13,1630,1,7931
8,1095,1,7059
2,1210,1,6267
454,119,1,8956
2,1474,1,8078
65,757,1,3409
440,607,1,6302
518,246,1,7495
213,5,1,1685
2,905,1,870
255,1099,1,5124
4,348,1,9106
560,307,1,5876
113,286,1,7213
201,1619,1,6728
1,387,1,9823
44,937,1,543
262,499,1,2204
355,931,1,2936
1,1996,1,752
634,1351,1,2112
1,1709,1,8613
56,1497,1,7277
101,1958,1,9679
1,1496,1,5700
1,1025,1,547
200,912,1,4962
10,607,1,2558
1,1117,1,1572
169,605,1,6585
323,848,1,8646
46,142,1,2692
2,1387,1,6961
1,383,1,9950
107,1848,1,4775
34,1390,1,60
73,1866,1,9610
247,1823,1,6212
14,1260,1,1339
1,903,1,8659
638,1291,1,7002
33,1065,1,7949
56,614,1,2472
608,1504,1,8912
600,1748,1,9428
41,1591,1,8755
5,613,1,9175
979,498,1,4521
92,1968,1,8102
12,855,1,1731
37,1473,1,4340
13,870,1,7880
434,1170,1,8038
21,1573,1,7801
267,1267,1,3048
302,176,1,9550
269,1292,1,5226
125,976,1,1786
338,699,1,1963
10,251,1,7247
1,1719,1,9381
308,209,1,5966
23,446,1,2679
1,1743,1,6106
1,1515,1,5308
2,911,1,3124
155,471,1,3144
115,536,1,2801
3,1273,1,324
318,1001,1,2203
5,1983,1,6203
212,1858,1,7443
22,1977,1,1795
134,270,1,2343
10,1716,1,3046
8,161,1,1308
305,139,1,1456
1,1711,1,9155
828,1269,1,9910
72,1922,1,5392
14,851,1,2540
62,1492,1,3619
1,293,1,2379
26,877,1,9067
895,1048,1,2206
3,889,1,1140
125,874,1,3592
15,470,1,4715
74,660,1,4715
3,1686,1,9738
19,1265,1,4668
862,1008,1,8458
2,572,1,8294
66,1260,1,7855
42,55,1,7159
39,1884,1,3974
56,751,1,9727
24,1723,1,2270
1,107,1,2484
474,716,1,1214
274,959,1,4736
2,731,1,4430
12,614,1,9099
180,1518,1,9774
862,1587,1,9797
694,1462,1,5996
471,110,1,570
2,1214,1,8096
527,404,1,1546
403,677,1,909
9,701,1,4463
11,601,1,4084
18,848,1,3341
76,773,1,6948
4,1262,1,7040
1,1845,1,7113
2,1776,1,2426
15,674,1,7156
5,981,1,9206
172,1240,1,6671
1,1028,1,1873
539,709,1,4910
457,145,1,8398
505,525,1,816
142,383,1,66
1,18,1,2052
15,1003,1,3
1,1938,1,7427
912,1951,1,325
7,1895,1,6135
45,144,1,605
192,1088,1,4892
552,1164,1,2583
161,397,1,3123
88,1774,1,7977
18,1743,1,3115
52,1411,1,347
1,1887,1,3444
420,770,1,2255
33,1806,1,8303
1,1510,1,23
549,582,1,3817
22,102,1,1708
374,975,1,6716
343,657,1,6054
252,732,1,3816
1,170,1,8939
4,452,1,515
394,1657,1,6288
470,1116,1,3040
17,1641,1,5862
15,1913,1,2857
2,1225,1,2342
790,375,1,8517
3,1129,1,6337
2,1119,1,3363
79,848,1,7807
3,415,1,3491
633,1314,1,2508
1,1903,1,8149
1,762,1,5168
25,1339,1,3179
22,224,1,7432
2,1256,1,3325
23,1106,1,9755
12,1070,1,1545
440,29,1,5852
1,1271,1,8718
838,1609,1,6173
60,1517,1,4634
2,638,1,9942
1,1378,1,6287
32,1801,1,9033
3,1620,1,2266
5,902,1,8905
4,893,1,8259
73,120,1,8953
35,1018,1,6288
1,1778,1,5261
29,186,1,8657
210,952,1,4192
1,238,1,4900
438,1723,1,1468
43,1781,1,4853
691,1946,1,6102
2,1286,1,7548
953,1965,1,2761
70,11,1,6422
39,16,1,1394
27,375,1,3694
1,1860,1,5379
637,795,1,1700
70,75,1,1121
1,399,1,5330
1,1203,1,1572
1,796,1,729
54,1454,1,616
56,460,1,371
24,164,1,6768
6,284,1,5339
30,830,1,4943
27,223,1,9140
1,949,1,1120
5,1810,1,9648
1,1450,1,6332
474,1891,1,7020
128,1390,1,2423
972,1010,1,7591
5,1139,1,9533
403,147,1,9711
51,1073,1,5826
17,1878,1,6761
3,277,1,8903
141,1323,1,4571
488,648,1,574
3,579,1,508
2,1182,1,6736
103,1876,1,2223
842,1630,1,7689
154,186,1,1295
5,193,1,9890
13,143,1,788
10,244,1,4668
331,128,1,2234
181,3,1,8779
46,305,1,3651
4,1248,1,3250
629,320,1,6072
75,710,1,4037
802,1795,1,8748
43,1994,1,1710
262,1354,1,5213
247,194,1,1511
7,181,1,5904
764,1921,1,8168
1,1619,1,7553
177,1119,1,3507
773,297,1,6079
7,1015,1,6433
72,302,1,3634
38,1260,1,1462
168,753,1,5915
367,335,1,6353
51,1624,1,2172
252,1096,1,7929
6,521,1,8595
3,1711,1,8476
14,577,1,6807
90,1699,1,6116
2,1694,1,8433
91,1308,1,4657
11,1179,1,8893
217,279,1,2671
1,845,1,4361
83,1933,1,2549
73,331,1,2327
643,1708,1,2797
117,638,1,7047
218,439,1,2207
490,940,1,5180
88,293,1,1611
5,1900,1,8680
377,964,1,465
151,1778,1,4324
13,709,1,8858
115,1004,1,5476
372,1734,1,9682
834,1579,1,6966
700,494,1,799
6,108,1,2801
13,615,1,3241
1,846,1,3356
4,1310,1,3930
415,82,1,860
8,799,1,8556
58,1747,1,7689
82,1820,1,5023
195,1630,1,7585
2,836,1,6403
5,71,1,9108
16,939,1,1775
9,1958,1,3366
880,1948,1,8015
291,610,1,8343
20,192,1,7426
405,1134,1,3022
8,1948,1,4238
201,28,1,6395
3,130,1,3818
182,1498,1,9263
17,1644,1,761
1,1795,1,4452
4,986,1,4628
11,1932,1,2740
153,1499,1,7440
1,876,1,5549
78,1991,1,6792
119,1775,1,7917
75,298,1,6846
167,1043,1,6868
2,1574,1,9109
45,438,1,3944
644,1065,1,3461
54,609,1,1493
55,901,1,3622
139,1392,1,8919
7,1890,1,9802
106,51,1,5019
534,262,1,8163
1,1347,1,6751
378,1893,1,4842
3,1586,1,9132
17,1844,1,7469
331,1292,1,88
268,1589,1,563
446,259,1,1269
640,6,1,9683
16,1371,1,5562
76,790,1,6046
10,366,1,9765
8,1077,1,4655
14,1187,1,3172
146,797,1,7513
24,719,1,7853
249,1116,1,2801
149,1240,1,6847
1,506,1,5039
63,1269,1,9450
15,1343,1,4889
17,1542,1,4781
257,1008,1,1144
34,1464,1,6704
425,1329,1,748
117,512,1,7095
35,929,1,6446
159,426,1,3489
1,1536,1,9338
1,456,1,2105
1,1788,1,3857
15,755,1,5120
3,1567,1,5259
889,1179,1,2769
33,1378,1,4060
80,1054,1,1809
5,1574,1,5481
6,1062,1,410
7,1693,1,646
105,107,1,1552
19,1553,1,5363
27,1478,1,1114
47,441,1,3588
177,1772,1,62
1,1735,1,9428
188,1124,1,1728
38,1380,1,4593
84,32,1,8169
7,1653,1,2967
12,904,1,3361
3,1782,1,5663
857,1725,1,8071
23,1715,1,9605
972,1973,1,9926
22,1706,1,6701
3,1444,1,3631
25,1978,1,3870
1,579,1,5201
490,880,1,2040
257,1473,1,7455
128,1449,1,1308
54,1108,1,6635
43,1886,1,1725
976,223,1,5671
4,432,1,4691
192,1685,1,2456
44,196,1,942
835,1466,1,7093
276,889,1,5296
990,122,1,7689
46,777,1,3062
3,34,1,9477
24,1317,1,8588
115,1090,1,3764
185,339,1,7695
1,596,1,9283
25,1878,1,2889
3,1519,1,9915
392,1356,1,4444
2,838,1,4007
82,1813,1,1087
4,0,1,6500
8,1645,1,1305
641,305,1,6511
3,1723,1,1015
1,1869,1,8413
1,1814,1,5849
25,1450,1,9319
68,1164,1,8665
6,657,1,5121
98,1464,1,416
1,1178,1,1869
344,231,1,4113
253,480,1,1534
898,993,1,7923
622,1541,1,1463
8,1510,1,7699
11,1732,1,1866
149,849,1,4010
2,1993,1,9929
6,1854,1,7974
1,1137,1,7711
17,1738,1,8664
35,1332,1,3178
3,373,1,2866
1,232,1,3198
122,886,1,2462
1,1525,1,7783
820,438,1,3582
3,698,1,8693
81,890,1,7995
15,1200,1,121
1,1633,1,1776
19,591,1,607
27,1366,1,8130
337,527,1,7376
135,684,1,820
1,1462,1,784
3,1767,1,1847
6,64,1,7561
1,63,1,392
17,918,1,7881
890,490,1,1133
26,1248,1,4446
145,918,1,5319
93,1489,1,5563
325,679,1,4440
3,1073,1,677
158,645,1,6252
412,108,1,595
2,1113,1,3325
8,1612,1,6169
800,100,1,6427
194,1424,1,7731
5,1560,1,2935
38,133,1,5034
12,549,1,6764
22,1677,1,6087
8,1526,1,4334
5,1687,1,840
88,1264,1,2511
191,1772,1,4688
389,152,1,2888
2,1149,1,3044
266,1935,1,1632
4,1942,1,1406
14,1205,1,7633
478,1065,1,6116
17,1871,1,6496
2,1425,1,2490
2,44,1,4491
19,1093,1,6
169,1514,1,2582
980,1033,1,8412
204,955,1,8204
398,1352,1,2843
152,190,1,5505
457,1160,1,6848
1,271,1,8650
592,1843,1,8359
11,787,1,7284
556,1793,1,1974
1,937,1,2196
119,1118,1,7575
138,1519,1,8144
978,520,1,7553
177,1634,1,3829
10,1932,1,5086
36,1291,1,4738
9,72,1,240
2,1781,1,9109
4,1638,1,2953
3,1876,1,856
34,178,1,3239
496,798,1,554
521,1206,1,8135
1,664,1,9421
1,731,1,8387
4,1730,1,7339
4,1610,1,5995
1,324,1,9618
10,955,1,2694
46,1341,1,1972
43,1384,1,5403
33,1515,1,8692
7,269,1,4115
111,1635,1,3774
273,304,1,3648
7,231,1,7910
1,1755,1,2867
5,1577,1,687
2,972,1,2068
19,545,1,5908
2,1943,1,448
18,284,1,9959
3,1872,1,9317
142,1561,1,294
1,1505,1,4161
36,1189,1,2547
2,1625,1,8268
1,1207,1,7045
376,1351,1,3776
86,1759,1,9492
1,904,1,4179
81,190,1,3535
55,1058,1,2054
19,236,1,7113
13,0,1,1700
430,966,1,2519
4,1146,1,9930
11,1952,1,5569
7,164,1,6833
180,1762,1,8562
535,223,1,3740
325,1469,1,4374
220,446,1,340
906,414,1,2863
104,1047,1,614
155,1073,1,1104
880,1358,1,8985
1,270,1,6747
65,1799,1,8259
142,558,1,4512
541,983,1,7313
419,1951,1,5406
307,752,1,571
667,1469,1,8732
31,888,1,5357
1,501,1,117
1,1727,1,7225
33,13,1,3032
15,385,1,3457
16,1624,1,3052
11,339,1,9827
540,1045,1,8434
8,305,1,8657
341,938,1,7808
484,502,1,7303
24,1958,1,1879
16,592,1,4882
167,1683,1,4637
112,1640,1,2535
7,708,1,3810
1,264,1,8764
4,831,1,5606
1,1462,1,7734
5,877,1,3642
4,960,1,657
66,215,1,3152
712,1105,1,9141
95,1567,1,4111
578,1128,1,7208
199,1605,1,307
130,1622,1,8897
12,1079,1,4493
6,1041,1,8870
317,228,1,8403
493,425,1,4495
17,918,1,1397
1,761,1,3461
212,1858,1,4354
5,1641,1,2163
1,469,1,7677
232,493,1,4545
27,362,1,3149
95,1869,1,828
528,1867,1,2656
32,690,1,6712
24,1434,1,8692
5,1717,1,9254
6,1407,1,7865
218,981,1,7526
16,1851,1,5171
2,988,1,3497
1,125,1,6095
19,553,1,4223
18,1181,1,9319
75,121,1,1990
19,470,1,6580
2,1463,1,5505
25,1910,1,4181
498,1505,1,1383
2,896,1,4168
98,709,1,3167
48,896,1,2636
152,1551,1,5546
2,1077,1,9222
646,987,1,5210
59,1727,1,9811
318,1722,1,9428
4,692,1,5383
142,1185,1,3984
194,1229,1,1406
11,607,1,7738
10,433,1,6201
77,651,1,5743
1,872,1,6712
138,750,1,9740
1,210,1,1885
2,1120,1,5173
81,460,1,2185
1,26,1,6318
810,547,1,7004
374,1242,1,8411
61,1153,1,7431
258,847,1,4351
431,1743,1,9004
4,1570,1,8462
324,412,1,6368
2,680,1,4700
12,1337,1,9379
37,1066,1,1734
118,1596,1,2968
1,517,1,73
5,1113,1,4994
53,916,1,6118
8,1120,1,7886
186,1705,1,5043
74,55,1,8062
3,1550,1,631
2,1744,1,5604
62,497,1,878
16,1315,1,8949
2,1294,1,4294
6,1813,1,9643
5,992,1,2541
1,100,1,82
34,1189,1,1332
171,1447,1,9915
42,656,1,7956
273,1153,1,357
1,983,1,9512
15,1296,1,580
54,1117,1,646
88,1364,1,6264
103,924,1,8500
132,912,1,234
74,1747,1,1035
1,1552,1,6018
102,156,1,5122
128,1018,1,1736
953,558,1,4278
101,1228,1,942
96,987,1,350
26,857,1,1406
372,1177,1,7465
977,1456,1,1546
191,1154,1,4321
55,272,1,9944
1,1719,1,1747
129,1072,1,7897
113,1735,1,1355
186,1653,1,7331
1,867,1,4289
75,821,1,9361
5,1560,1,4767
166,143,1,5958
3,486,1,6836
94,147,1,2586
5,1357,1,4708
1,1357,1,901
64,1144,1,3342
1,962,1,7695
78,1945,1,128
573,619,1,1676
795,729,1,1778
3,1613,1,5166
240,747,1,8426
8,1839,1,584
475,745,1,1467
204,1228,1,8695
1,303,1,6751
12,1299,1,1156
7,1206,1,9692
200,1535,1,7961
12,1362,1,936
94,237,1,356
51,1379,1,1995
834,179,1,5157
628,1396,1,6282
14,1583,1,9638
126,1178,1,7410
279,815,1,5365
469,522,1,3975
1,377,1,2505
5,1316,1,2147
6,92,1,7670
15,404,1,7305
2,1290,1,1211
23,471,1,6180
80,1549,1,8822
23,1675,1,4883
82,1261,1,6825
1,633,1,6199
395,957,1,9687
634,779,1,1108
57,1420,1,4987
412,213,1,3435
1,196,1,8024
220,1104,1,2816
1,391,1,7062
12,1470,1,2036
6,840,1,6808
45,1674,1,6974
5,1545,1,170
66,1031,1,8824
9,459,1,8997
353,1461,1,5016
65,1684,1,6898
3,678,1,3035
7,134,1,4481
319,1445,1,3413
10,1579,1,4989
31,1398,1,7131
72,1680,1,3870
8,919,1,6100
5,711,1,792
20,1876,1,3842
3,800,1,3357
5,731,1,7523
1,1995,1,4926
5,1609,1,5075
6,1961,1,6701
752,24,1,2095
46,56,1,6251
204,342,1,8808
1,454,1,5253
1,257,1,7004
250,228,1,4297
60,434,1,2302
2,401,1,5270
12,583,1,9765
32,308,1,505
310,176,1,1946
1,1241,1,1862
49,524,1,3723
120,1065,1,3684
848,861,1,404
236,1274,1,4332
4,139,1,9812
114,1016,1,2907
170,111,1,4729
132,1205,1,7710
260,1282,1,1570
487,697,1,140
1,897,1,4684
1,593,1,6731
218,971,1,5063
4,1926,1,4666
1,1227,1,2173
11,253,1,6080
260,782,1,3421
1,1482,1,6278
86,1192,1,1250
1,654,1,6065
1,1798,1,2698
8,1378,1,2754
1,1763,1,4935
316,899,1,6466
362,956,1,3885
161,1876,1,7255
3,1008,1,95
28,460,1,4292
2,989,1,5781
5,615,1,5084
27,873,1,9868
138,1625,1,8205
1,352,1,2302
5,1860,1,4084
578,283,1,6120
14,481,1,6225
633,614,1,373
938,569,1,4490
29,421,1,5852
5,70,1,6029
209,1124,1,8610
2,1706,1,817
4,398,1,9996
200,181,1,3613
14,1013,1,7748
3,847,1,6351
73,971,1,7440
135,962,1,1333
1,657,1,6362
4,1086,1,756
3,1997,1,3526
10,1278,1,1797
170,1051,1,3060
117,1651,1,2178
80,1536,1,2051
1,1808,1,1990
2,855,1,7519
3,1781,1,8747
4,1469,1,5810
2,1155,1,5614
12,835,1,8458
1,1584,1,9115
154,381,1,8726
204,1390,1,5977
41,1834,1,1694
1,688,1,2052
439,696,1,2921
774,1562,1,4846
3,477,1,4168
110,706,1,6232
306,1137,1,4624
32,1659,1,9078
6,1492,1,6747
20,1067,1,6140
26,1269,1,1459
11,150,1,3796
592,916,1,3411
147,36,1,4025
3,44,1,6270
45,419,1,563
97,18,1,6093
2,1784,1,6993
8,1530,1,7009
493,54,1,7797
39,1320,1,5660
3,1913,1,6085
1,1467,1,2972
27,391,1,345
34,1766,1,6612
7,1748,1,7125
63,68,1,6285
1,478,1,2717
2,1701,1,9865
34,1507,1,5661
1,1869,1,7233
410,220,1,4894
2,1401,1,1120
87,261,1,2263
10,1977,1,743
11,126,1,5002
172,982,1,5304
24,693,1,7331
128,631,1,783
25,1733,1,97
48,1407,1,8779
167,1410,1,6662
53,744,1,4912
56,638,1,2239
207,1459,1,9109
683,1207,1,3350
9,1394,1,2489
42,1622,1,3794
1,1345,1,7818
8,1926,1,2838
12,41,1,2387
291,1040,1,7397
26,574,1,1842
134,1552,1,9395
1,1396,1,5367
18,1104,1,8065
478,428,1,4770
3,1693,1,8922
1,284,1,317
14,1687,1,7454
109,1961,1,76
17,1233,1,5070
18,1738,1,204
84,640,1,7896
4,1288,1,6568
156,1723,1,7461
2,1234,1,3776
11,1344,1,8079
76,640,1,6925
277,1850,1,7581
210,891,1,5559
125,1965,1,4356
8,529,1,3052
1,1105,1,2664
3,1502,1,8624
364,931,1,7385
344,1978,1,3163
696,493,1,8390
1,546,1,5079
31,1755,1,39
72,1491,1,8921
115,1227,1,3166
70,1173,1,4780
179,403,1,6187
8,67,1,2125
2,0,1,7400
3,139,1,4135
1,177,1,6295
8,907,1,3772
1,585,1,5539
6,121,1,3258
62,317,1,6462
454,502,1,5389
301,1521,1,7901
4,1202,1,1245
2,1806,1,658
2,1380,1,1700
805,213,1,4457
34,1602,1,6069
2,687,1,8048
304,1399,1,9992
11,1254,1,5964
471,1669,1,6236
4,1993,1,4536
11,722,1,7274
25,1539,1,1977
448,258,1,7938
375,1191,1,3670
41,1502,1,4193
3,1319,1,938
11,845,1,5597
834,1808,1,1290
53,354,1,4671
194,1612,1,2151
16,1371,1,7422
30,1390,1,8705
14,226,1,1517
108,727,1,1405
329,1574,1,4493
25,692,1,6171
21,1143,1,2354
7,39,1,581
2,172,1,3330
635,516,1,8294
6,838,1,4551
225,1897,1,2964
119,1735,1,299
209,838,1,4117
623,446,1,45
60,737,1,7648
466,395,1,2544
2,1580,1,3860
61,1942,1,4779
182,1189,1,4395
4,1624,1,3553
144,1884,1,3156
191,1075,1,288
283,1262,1,3706
6,1189,1,517
92,1501,1,2202
5,649,1,6578
142,687,1,8103
18,224,1,3659
49,162,1,6923
13,349,1,4287
2,1850,1,3937
2,180,1,9362
1,1815,1,991
57,1337,1,4972
322,127,1,7722
1,564,1,1852
1,470,1,8190
17,1934,1,2710
140,350,1,4008
2,348,1,2622
4,178,1,2179
3,1026,1,839
11,371,1,9748
3,1465,1,9415
8,20,1,4935
131,1069,1,9626
54,1994,1,8105
1,1728,1,7339
66,670,1,1169
20,280,1,7349
613,1986,1,948
5,209,1,161
129,959,1,2628
133,257,1,2536
3,188,1,2273
485,1099,1,3464
22,48,1,4805
90,688,1,161
2,1005,1,1785
4,1369,1,6599
45,1049,1,3183
6,270,1,3625
24,1679,1,8959
9,46,1,2028
68,207,1,8377
22,1857,1,1897
1,1113,1,2405
73,1197,1,2540
13,775,1,733
7,831,1,9814
1,370,1,578
3,1471,1,2162
3,1081,1,8570
617,1272,1,3849
14,1629,1,1309
1,501,1,842
2,1388,1,2172
1,838,1,8348
46,1116,1,6254
2,431,1,9895
23,372,1,3386
9,1272,1,4822
230,1996,1,5814
6,1840,1,1414
17,839,1,45
124,553,1,1687
14,872,1,5237
213,833,1,6626
80,922,1,2726
12,1449,1,9616
24,1148,1,8010
783,313,1,4015
79,825,1,5781
491,1025,1,4596
2,403,1,8266
21,1235,1,3019
505,762,1,6293
6,748,1,1561
785,1794,1,9084
1,1239,1,9439
483,1836,1,473
16,535,1,5436
1,1559,1,2218
406,15,1,8893
4,1230,1,53
1,1802,1,2988
2,114,1,8331
78,1506,1,9590
847,977,1,2138
1,1001,1,828
18,314,1,8165
2,6,1,1249
148,1892,1,4836
1,1000,1,8378
3,1667,1,3443
2,675,1,7403
35,1024,1,3194
387,1135,1,4929
26,438,1,9605
1,594,1,7597
38,306,1,2917
220,1132,1,9208
1,1379,1,4538
1,691,1,7052
2,1487,1,5646
150,65,1,4262
47,1835,1,1936
32,1308,1,8042
4,784,1,9661
7,1266,1,4539
775,560,1,4427
3,175,1,1359
479,1888,1,1770
43,1977,1,9382
1,754,1,1193
19,1252,1,2817
681,139,1,6268
13,1782,1,7026
360,1360,1,4857
4,1097,1,5218
40,812,1,1043
311,928,1,5244
553,1597,1,8418
21,1137,1,6756
67,389,1,6468
1,334,1,3978
4,753,1,1884
5,1254,1,541
1,1922,1,8838
5,319,1,5086
6,1745,1,4802
792,569,1,4727
84,997,1,7023
14,1485,1,1689
915,1828,1,9047
2,235,1,6635
20,926,1,405
71,1055,1,3344
1,541,1,7812
120,642,1,7019
1,1821,1,8712
2,61,1,1408
2,1560,1,9013
588,1323,1,7031
93,1416,1,7360
76,808,1,4531
36,46,1,7929
5,1868,1,4068
59,1129,1,6207
12,1847,1,2182
2,996,1,3233
98,1477,1,8617
1,396,1,1552
2,125,1,358
256,810,1,1595
79,809,1,5129
63,522,1,9203
13,657,1,8389
11,947,1,9226
98,1716,1,9054
143,254,1,349
26,1287,1,1659
795,1352,1,8767
718,280,1,1820
12,718,1,6472
261,726,1,5882
33,26,1,6656
26,1969,1,9123
1,1723,1,4009
41,1632,1,6044
475,1670,1,484
193,1095,1,3913
202,1908,1,358
2,132,1,8446
8,1435,1,9027
3,1888,1,1191
6,116,1,9896
43,1740,1,4565
9,1711,1,5980
37,1921,1,8685
15,49,1,3410
5,657,1,8244
1,987,1,8454
445,445,1,1909
1,1997,1,3647
1,1561,1,7716
274,1933,1,2378
977,943,1,4337
130,600,1,5405
1,1417,1,5959
3,1544,1,1626
810,920,1,5419
239,1209,1,9421
39,130,1,4387
3,837,1,6355
1,496,1,1390
1,614,1,5910
55,132,1,1488
1,605,1,6502
954,1114,1,9109
2,721,1,711
115,1153,1,1887
2,943,1,2217
32,355,1,1321
1,1197,1,7907
175,1013,1,4446
45,553,1,4832
1,1968,1,7818
322,754,1,6985
34,833,1,8593
556,1255,1,751
536,505,1,5595
552,1327,1,7172
1,1525,1,7492
1,805,1,1888
913,832,1,3686
22,378,1,1419
3,555,1,2604
178,1040,1,3772
4,505,1,5101
130,230,1,9838
296,301,1,3488
199,68,1,9006
4,1092,1,5911
11,961,1,6309
12,422,1,4734
22,114,1,3170
2,1546,1,1024
17,616,1,9702
26,870,1,1394
30,1412,1,5240
260,860,1,2347
27,37,1,856
3,1656,1,9359
80,1704,1,2755
219,818,1,1666
6,1931,1,4039
70,370,1,3688
2,260,1,1117
7,696,1,4543
507,1915,1,734
515,68,1,2922
42,1184,1,9899
108,211,1,3499
335,883,1,9317
734,550,1,4718
22,991,1,4855
38,814,1,1859
13,1521,1,5474
1,1612,1,2514
13,1009,1,4961
209,1348,1,3516
232,1353,1,9990
447,145,1,2317
1,452,1,2015
29,1250,1,2168
1,1686,1,3029
3,432,1,9336
474,400,1,4232
23,185,1,3149
164,157,1,7522
