db1.tbl4_clustered_btree.col1,db1.tbl4_clustered_btree.col2,db1.tbl4_clustered_btree.col3,db1.tbl4_clustered_btree.col4
78,6975,904,8450
756,9704,1317,10264
189,8519,85,6301
85,6679,1469,9383
484,1409,1074,2073
270,3386,1586,2756
773,4709,1940,6607
512,6107,56,3102
19,417,1466,8698
488,6455,824,9291
931,9675,1839,4351
129,369,109,5337
837,2052,543,10426
769,108,842,7983
642,1915,179,2098
6,1179,476,9535
851,3363,1255,5348
752,2887,529,3619
703,8029,1249,5286
936,5814,881,6190
309,9300,621,6654
808,9389,1916,7379
626,8755,905,7709
900,7905,138,6198
472,643,1187,550
101,4279,1831,5753
337,1290,914,714
318,2517,1298,482
512,3176,1333,8479
24,7868,791,9936
720,9878,1927,6661
429,7549,4,8775
142,3184,1036,1288
708,8477,89,9963
656,122,1273,2872
148,8152,970,5597
692,6140,588,2155
54,87,1281,3524
470,541,281,1986
362,8171,15,4785
649,4047,1211,2175
208,9083,996,996
184,1179,1353,6704
64,9800,1716,7485
548,4515,1385,7125
111,1179,1063,2659
262,691,254,7514
75,4612,1876,4683
295,8905,10,9002
177,1279,420,6817
765,915,495,7510
0,4195,218,3062
147,7155,662,5428
875,1304,188,5637
670,1060,335,10429
835,2817,1432,10475
985,9099,356,1951
779,27,1755,6855
661,6187,949,6355
128,6454,1335,8683
637,3975,877,744
512,1179,617,7693
898,1396,589,9712
628,1067,835,5044
971,8202,1591,1480
501,3783,767,7316
148,9114,376,9404
268,4600,1796,4133
700,5588,306,9195
652,9336,3,9812
104,8090,803,9734
465,7181,1633,4336
763,6620,1544,6276
928,5527,938,7436
901,6719,1656,8065
280,6807,771,3780
406,5877,428,2605
855,1179,681,4756
612,4019,1092,8370
793,8459,1190,6863
899,4288,367,3169
357,1179,1954,5742
674,5084,1958,903
202,93,293,2688
611,8489,432,8952
280,8704,198,1189
915,7573,471,1892
256,908,990,890
93,2253,1191,6082
323,2025,1633,5040
790,4319,379,2980
738,6181,1390,5927
361,819,1475,5300
661,3564,1003,7742
350,8302,1237,3824
61,3543,1016,6756
640,6635,816,7834
186,666,1847,2051
579,2145,1438,877
914,5820,1972,3653
541,5116,667,7242
896,6741,1998,4621
303,3645,332,4843
786,258,1425,9075
638,3533,867,5452
435,6502,364,6569
212,6611,427,3734
405,9704,545,4823
817,1060,777,7635
961,9373,1996,9085
133,2282,393,8295
959,1874,1151,6448
916,1179,1216,7001
992,956,1101,10029
914,5531,48,5099
218,4489,1081,4444
420,5263,819,8516
318,5022,1194,4199
156,2057,1329,7848
187,2377,1015,9431
475,9371,1578,4090
161,529,1643,6966
128,3562,1848,3285
303,9151,218,2408
88,263,79,5264
894,477,1395,1887
916,8547,24,4012
161,8254,1812,350
921,4172,1080,3819
35,1943,1888,5891
226,7622,1449,4475
150,2060,551,5538
592,1714,236,7638
46,3914,683,3457
715,8860,1974,9953
939,3599,372,1544
659,8659,200,2025
230,4436,274,6712
538,3126,1141,9794
700,7501,314,6495
164,6454,282,681
723,4776,573,5941
819,1743,836,4626
586,6757,757,6021
603,5532,1574,2875
573,279,1411,2881
65,6194,203,9359
919,7444,1992,5711
79,3030,13,889
139,8538,1080,8407
399,1396,528,2708
931,6026,1634,8839
129,2773,1358,9346
984,6008,270,5423
765,2770,418,7154
445,6023,1388,4003
831,9210,724,8839
28,3734,1545,873
987,807,1119,9871
201,1800,853,1533
236,9367,1951,6536
598,8267,678,1872
607,735,427,7773
798,2689,1789,10234
338,5370,1425,675
398,2307,510,3692
438,6460,1223,774
288,1149,593,2155
251,4799,157,7165
976,547,959,1470
691,9574,193,5333
99,4261,1182,3985
915,6481,892,9267
584,9007,1486,2620
421,3817,1158,10354
642,413,617,10341
693,3811,809,5776
705,702,1894,4265
17,5144,462,9584
470,8963,16,10215
637,1525,808,2918
722,3424,118,2323
6,1179,1509,1305
418,2624,1917,9320
379,1562,1101,4546
507,7886,1439,2553
113,5207,1877,2994
851,3003,508,6325
510,3307,656,2327
595,4145,1857,2793
850,8374,599,4182
872,393,1746,1975
975,2924,1928,4152
613,1768,276,5428
468,4281,151,2645
92,8280,323,1286
491,85,687,4992
827,3687,1079,6868
101,119,460,8828
492,8279,1164,7552
762,9370,1443,10023
535,911,1872,8859
484,3365,179,747
988,8116,170,5450
478,2582,1130,7446
876,4791,1467,2928
166,1742,1604,5112
139,734,1036,5964
93,7114,492,6137
180,52,969,4269
575,1737,1909,932
3,9927,1570,5508
605,7683,729,5025
388,3996,116,9330
271,1964,1139,3521
794,4968,542,7356
131,4733,1089,2389
583,1060,415,9685
815,6127,1969,4625
903,5842,710,1486
592,1179,394,4030
511,7280,1114,9279
685,8858,641,7042
811,4269,1358,10155
962,6328,1607,7108
986,4491,1312,5976
51,1221,132,1834
289,8100,1397,1382
445,4805,1778,4977
236,1179,1614,5353
788,1179,1323,8726
490,4557,15,7236
279,7693,1633,2412
43,8306,1932,8752
881,3801,1860,9814
765,6526,742,6885
936,1230,1212,3413
924,1885,492,5882
358,3503,1542,6495
645,7672,1210,3521
567,5559,987,609
525,6756,223,6354
689,5288,1170,4130
461,2479,181,9056
100,5787,1062,9618
691,9963,1015,7037
983,700,1546,7832
460,6991,1226,7146
768,9153,1574,3418
267,1179,65,4612
882,3888,1134,1759
361,6422,446,2247
407,1978,1435,1710
36,7398,1066,1776
467,1060,702,1579
965,1896,125,4841
715,1179,969,6755
980,3828,1953,8432
258,6470,1438,6376
508,5386,675,8947
666,7655,1518,7461
749,6791,386,7793
308,3347,217,875
611,8362,1253,6569
272,3146,1607,9652
624,4216,122,1977
109,5829,1444,5138
654,8190,862,9826
678,8454,1334,5643
259,6281,437,427
656,5287,1721,8368
741,6659,1240,3412
906,2248,1632,1284
267,2149,485,2199
31,3056,1013,224
922,1179,247,9377
939,8688,1325,10602
810,749,604,5426
730,4102,1689,5744
176,6101,1615,8054
103,1046,885,1403
235,1979,1430,3435
92,6233,847,3465
200,3601,677,8965
810,6004,224,10539
898,4799,510,2281
742,4237,1625,10314
924,1179,1962,4461
766,761,726,8690
596,2735,1670,10311
34,3622,282,5025
116,1401,536,5318
687,7379,1152,4619
457,9348,947,4079
470,7792,66,9557
934,3148,1349,1398
984,4621,505,8964
919,3006,203,2529
787,8757,1126,9591
398,1788,576,1002
596,6828,1920,8563
116,7665,1501,736
361,945,45,2963
203,2042,981,6676
145,7848,1945,3945
443,1060,510,7541
726,4225,539,7264
616,5191,1594,771
860,4748,911,9020
296,7678,704,6977
867,5245,1603,3582
580,5882,396,4919
486,9720,1505,8556
985,4609,177,7675
766,6622,1062,1215
230,1033,48,1299
202,4566,175,4219
361,7541,1918,3180
394,8927,275,2679
247,7232,1823,9629
439,2156,1211,1838
913,1060,1821,3161
395,6766,1752,6770
760,6557,1600,1483
655,4123,1557,10288
794,2610,1395,6067
355,3708,1699,7890
400,2919,180,5220
240,157,1704,326
340,3437,1044,8037
886,6596,1638,7732
228,4717,821,4377
542,4918,1359,2293
620,638,1096,5781
930,2639,100,4350
538,51,237,5375
854,4912,1122,3337
671,1471,494,3883
528,7983,1320,4450
266,1060,1617,6576
128,8976,540,6170
219,8487,1035,8232
81,345,505,9759
560,2201,1194,4087
552,7313,361,8816
19,1505,99,8935
326,3874,696,4080
36,3447,461,8198
381,8759,631,4746
911,1179,1884,9321
38,8221,1464,584
108,6641,719,3837
428,1179,625,7778
63,2541,101,5947
174,6883,953,2142
790,3209,111,5306
31,693,460,1290
944,3873,1888,7936
720,5310,519,8476
890,4766,1924,3823
530,1503,556,3039
105,177,1312,1667
481,9936,113,10462
205,993,473,8280
246,4898,904,3915
834,3046,514,3315
678,5857,1714,7876
88,5345,674,292
315,6050,1665,1056
10,8726,171,7059
48,8188,129,4311
910,3029,1645,8747
895,734,811,5632
978,5468,682,2083
572,1179,285,7402
170,949,885,4367
142,8739,1538,230
206,311,1431,6694
997,9160,187,4378
462,5951,715,3647
508,2274,1894,7187
200,1082,596,6506
4,5216,1581,868
210,720,1722,8456
983,4344,380,5654
28,8012,1633,585
189,2308,1138,9373
187,1426,1298,4478
836,4153,1919,1283
766,72,922,2587
149,4080,701,3968
524,6677,681,615
945,4198,168,1552
883,9327,366,10326
942,818,1561,1227
365,917,1668,3286
156,1530,964,257
79,4465,533,3914
867,6975,672,9036
272,7352,1770,4507
659,1049,797,10529
717,8216,550,8226
625,927,1984,7341
517,1845,1392,1051
789,8156,677,7455
231,4778,1946,8438
648,1927,841,9400
159,685,1948,3084
343,6433,149,1252
288,1060,1958,9893
204,8078,1301,5212
994,9873,454,1112
837,138,652,3950
304,5338,1524,6457
359,8689,78,1850
669,1179,780,2765
869,8597,1057,8813
399,1060,1022,2653
448,1750,758,9153
105,7049,1426,6208
81,1616,328,1314
341,9292,834,5599
985,479,1475,10656
781,7325,1627,6412
951,1709,1547,4300
420,7316,1316,10152
48,5262,1047,177
205,5456,138,3921
217,452,28,6971
817,4488,654,4560
675,1369,298,2446
435,6308,1215,4889
790,7563,769,7560
321,530,165,7571
230,1179,1817,5503
710,1551,1357,9407
486,6657,832,6114
428,404,857,5341
882,8713,1622,9912
725,617,1428,5443
283,2064,197,2959
485,9928,355,581
275,3761,638,2238
432,9726,1779,5833
184,9225,1739,7951
721,4879,725,1319
632,1792,392,4595
215,6156,610,8835
96,2236,727,7389
954,7599,1629,2278
118,1179,219,8229
364,7592,1366,2131
793,1740,538,5957
402,8519,100,10110
617,694,691,1956
396,2928,1043,9564
457,1179,659,6923
317,8522,927,10123
381,8966,1346,10157
141,7093,772,5604
456,9472,1583,5946
500,1055,1314,4561
906,3025,1813,8510
322,9307,686,1592
999,4284,820,1217
267,5197,1495,800
802,9036,199,8753
486,6583,507,10173
877,117,331,10442
678,7707,1624,4501
159,7717,1789,223
742,9429,1195,5083
13,7800,470,5095
704,8403,699,10620
154,4256,1550,3139
100,1600,213,5694
571,8223,1303,4484
42,5941,1798,9282
192,5949,59,8209
310,4716,1023,4565
620,901,756,1624
604,4340,1824,2726
727,6005,1302,7423
464,4839,397,4445
162,7318,1810,633
350,3344,588,3755
233,4122,1773,541
927,8842,1553,8622
402,9806,1724,8109
350,5343,730,3397
166,4810,612,2183
147,2153,1731,5028
27,8668,1876,1505
258,3015,1241,4455
927,7844,1406,8648
597,7369,1295,5467
619,1179,1447,4078
441,7424,20,9864
949,6289,1007,6383
937,8175,1157,1508
628,3429,1089,4217
875,4830,828,9214
526,7270,102,6444
997,1179,1124,1593
210,4143,942,5283
829,5920,1144,1899
542,1208,1734,4792
444,1247,1566,4769
793,7979,617,4164
452,1400,231,609
696,3030,495,9810
403,1179,501,3721
65,8513,287,6776
404,4858,1937,7625
882,7153,507,10320
827,7875,915,9784
574,3224,1490,3186
434,1060,866,4996
227,9571,1822,670
475,7080,99,6448
467,8534,395,1371
100,4727,1636,3010
422,9632,1649,2223
355,8056,1153,1280
138,6427,387,7989
630,8928,1814,6560
568,1180,842,9511
130,879,122,9556
548,6839,1252,3470
467,1179,561,9321
479,2852,904,8034
110,2962,875,9886
152,7530,934,1071
916,8634,74,5920
761,3506,1929,4980
241,7799,559,8500
719,7508,371,5289
879,8439,1164,5332
681,2978,1991,10639
768,1497,1442,6343
278,4187,1681,2231
362,9763,752,2930
624,4943,1118,8569
407,1547,717,4115
174,1990,1035,5102
600,3146,1422,3999
134,1746,1503,9679
505,2760,653,7075
293,6961,1439,735
494,4636,1367,1094
814,1060,855,5396
870,22,1893,3656
418,5648,974,3113
205,8250,1047,2257
317,1679,843,948
72,7782,999,3514
258,1629,1697,2012
357,1525,674,7377
147,6585,1819,9917
224,3157,465,249
104,5817,617,8050
555,620,1479,7852
927,3585,260,7480
355,4651,285,6114
537,715,686,8292
815,8297,737,1944
260,7788,1115,5256
570,6699,475,4715
572,728,753,6213
816,2543,1387,9449
925,3152,1765,6822
912,1060,875,8281
69,4229,249,3964
953,8598,379,5750
446,7165,1494,2274
956,9771,454,10683
446,5185,402,1005
782,2348,1138,10147
256,3314,172,9532
908,515,1613,4822
943,2144,1062,9373
895,3425,1562,8945
929,7263,323,10592
636,9144,283,7536
925,1745,928,6512
530,2184,1821,5942
118,3428,104,4730
831,1071,769,4514
65,1187,1642,8461
244,499,378,7591
56,2549,1390,3656
43,9688,1737,6686
523,6081,711,1736
889,7147,1888,8236
423,5745,1150,3514
747,820,1503,2129
535,9191,499,4215
394,8765,1823,10265
449,5245,775,8647
256,1698,136,3754
953,3042,1777,9440
795,3256,1333,6301
835,7996,1346,9290
360,2187,941,2497
762,1778,1674,8417
605,48,234,8729
379,1494,37,5327
442,9365,1242,4307
966,6467,1887,6426
891,9542,272,6339
533,918,307,5029
473,350,1032,4925
156,1926,1228,7054
88,1179,1220,2634
201,5266,114,5130
979,9501,1299,9289
461,6010,1415,7675
480,3959,232,2875
708,5269,1929,8379
556,5692,216,6070
453,7240,163,2155
469,5177,1741,9190
379,7903,384,4053
400,4766,1276,8894
78,7455,802,4329
550,4104,1893,563
935,1501,1843,8122
795,5668,1500,3598
385,1060,1593,1273
977,67,1126,10365
666,9523,1018,5206
660,6676,573,8750
342,7944,456,2511
902,763,1356,4553
444,5572,344,8461
51,8669,129,8291
250,4613,625,430
943,5039,1678,4821
893,1023,1568,10502
658,5838,356,4122
328,5576,1759,857
907,1060,664,6678
493,1179,620,5172
349,2426,1913,8289
966,6758,1676,2252
769,4742,1394,2959
784,1531,421,9682
458,4699,1132,8943
497,1401,1009,2058
124,5858,976,5752
203,654,336,2814
767,8966,1261,7327
642,6622,1159,1302
20,6053,1404,3198
589,5511,253,3978
846,3823,527,3909
562,7631,375,6963
361,8801,1573,8488
360,384,611,3200
777,8909,1467,7086
115,3158,78,7307
54,191,687,6108
291,8161,1126,6437
50,6785,517,6611
841,2743,115,9401
784,9834,181,1322
253,4944,209,3180
491,8350,95,2884
984,3385,1109,9906
572,7158,1656,1468
858,2009,581,7725
992,4728,648,7337
970,2722,975,3338
908,5123,1215,5467
960,6939,690,8707
862,7397,689,3242
224,3998,1127,238
468,9421,1077,10013
847,3849,966,3982
102,1179,317,2379
982,1004,1670,9184
969,1060,1018,2625
47,1179,1136,9486
736,7868,157,2396
341,211,1890,2104
232,1179,44,8965
581,8369,1853,2110
558,6108,1726,8423
227,8814,869,6065
521,643,701,7431
696,30,356,10068
591,1179,1973,3208
12,17,1810,2766
498,7162,498,9618
444,9553,261,8545
825,4327,913,2251
339,1825,1318,8406
323,8239,395,5531
595,6206,877,6817
597,6413,1699,8405
156,3161,535,2217
655,2047,638,3218
574,7766,93,3377
430,8480,889,6639
554,7248,1035,2847
406,8361,1763,2031
157,2943,1558,5966
184,7026,343,755
797,4778,1313,8196
490,7645,988,2890
834,2190,1566,10737
951,8497,1336,9525
535,1060,195,6364
356,8766,1020,1439
716,5223,804,2665
361,9361,1659,5891
223,0,1927,5425
612,6871,1320,6042
203,5244,1989,3700
7,7203,614,5503
471,241,874,5401
171,5073,323,3565
719,2537,1848,10114
95,4860,797,868
673,5284,1760,8466
802,1179,1797,3399
607,2641,138,10202
305,1835,868,8286
656,5195,1730,3717
257,8524,474,3582
473,3917,604,1876
949,3762,820,4269
299,8968,1176,7538
464,9687,1924,7113
613,369,499,8033
688,6480,1508,7827
897,8023,1702,1766
327,580,1079,6769
109,9833,1069,9384
709,1562,631,1682
904,4487,519,10321
128,2053,274,10122
964,5508,597,2152
870,1179,557,6017
136,3188,1312,3579
909,1990,410,6593
538,3747,1175,1859
648,3062,1342,2671
163,3967,1583,6903
348,3381,1179,5816
979,6305,400,1417
462,7455,56,626
867,4658,202,6545
642,1666,201,8477
503,5885,453,3840
884,1060,554,4234
150,3499,1209,1137
889,1179,133,3418
245,825,1045,4857
109,891,1148,3954
584,3418,50,6340
797,316,252,8902
274,9975,1129,1600
869,9213,547,9088
66,6068,778,6990
49,4294,550,4642
815,1099,1587,7477
514,3953,1169,707
225,2467,1687,9008
577,4965,1846,3066
505,7530,385,6906
154,2450,810,8458
982,6161,1079,10491
873,9899,1644,2610
479,2707,1445,2540
110,2561,1009,9992
482,29,593,6765
807,434,513,10393
892,9387,1066,7732
767,46,605,4326
273,8490,1088,5734
154,9738,466,7753
650,3541,1596,4533
166,9641,1347,3417
18,4482,1427,5071
344,3554,1405,3358
902,7022,1315,2030
734,5797,955,7599
568,4257,1231,7040
897,3378,437,8313
293,9630,421,1989
644,338,586,8968
461,6202,1564,7868
337,5339,1589,7582
803,2408,1308,5468
451,6168,1210,4671
343,1929,553,7917
716,2500,425,6886
630,7374,384,941
764,9299,105,10741
84,2295,375,5518
696,7415,90,1097
736,7218,109,6290
659,7092,339,2255
388,1060,1915,509
791,1179,904,1541
226,6268,715,331
285,8357,1736,7219
283,6120,637,9534
692,8317,452,3930
946,3440,1572,2190
108,881,1148,8375
134,5933,213,6999
937,7414,380,10138
290,4165,238,3572
886,6137,1386,3161
989,522,1527,4797
801,9615,1612,9445
614,9601,764,1379
712,3129,544,5294
507,3545,539,3222
628,6996,393,2125
843,2981,392,3681
821,3150,440,6857
28,6328,917,5094
393,1094,1094,882
26,1139,1304,6400
466,4026,1910,2401
12,6466,59,2761
553,8206,1842,9848
932,6585,1310,8744
444,1538,1372,10235
223,5177,1443,7687
462,6542,1689,8239
20,4795,1051,8437
386,7579,1493,6672
647,9902,103,10553
325,9652,1564,4474
732,5011,1129,6580
466,1816,276,8122
656,5635,187,3001
521,6994,1366,6070
224,6203,109,6904
652,4251,742,9422
474,6612,1875,2172
617,9891,1156,7601
779,2976,539,6816
705,8506,620,5961
457,9900,1889,7008
639,4863,1819,917
212,6275,316,1680
662,3753,1616,9794
960,2458,519,3278
480,1060,1969,5016
895,813,1502,6242
179,2008,559,6118
828,2073,1920,2611
537,6656,889,7167
526,7136,981,3752
21,1179,801,9198
344,3794,1301,3163
576,6076,349,4546
762,2769,911,1186
921,3673,583,3026
20,8389,1550,2490
744,9189,1353,6638
407,1179,146,4201
486,1346,628,3377
527,1719,788,10402
415,8632,841,3562
271,8583,1224,4322
204,9862,1577,3855
297,9547,444,8198
671,5003,601,1845
945,2255,144,3894
552,5341,752,9180
107,2026,1866,6223
636,4339,1127,870
151,3730,665,8063
12,1298,530,4782
714,1612,680,5842
78,107,728,4934
905,1179,1608,9064
553,1646,680,3027
168,4220,415,394
248,1116,826,6408
120,8603,1253,4921
386,3020,377,5743
438,1179,1728,7986
271,2702,1890,4266
299,8400,842,1709
720,7190,1580,5484
472,7594,449,1809
157,6051,1986,5577
632,5054,238,749
226,3248,1333,2094
420,2813,1705,2517
955,2337,1437,2768
972,5726,18,10751
23,1951,222,8757
741,3801,853,3115
537,7888,1677,2063
569,2453,1885,7656
776,1060,1162,10237
637,9605,1710,9430
956,8438,647,4570
786,5721,1959,2935
539,2533,939,3840
902,7685,212,9481
812,8978,835,4492
981,5229,1096,10775
127,1060,76,3409
93,6742,1637,2789
702,5132,1499,4853
420,341,1746,1725
271,4802,1465,987
483,6731,1801,6328
4,9374,1593,5762
156,1046,892,3811
51,1020,351,6410
242,6969,1181,8747
662,2242,762,2942
773,8902,449,3395
419,1161,263,9498
952,2557,1291,5294
928,5342,1487,3417
816,5547,62,2738
424,8005,1330,6702
79,8918,954,8194
694,6359,1278,8743
353,9708,1741,4382
618,6466,829,3681
665,5836,745,9017
292,6054,941,9967
716,7840,939,4608
115,6858,1725,1852
528,6556,1111,4748
479,1179,661,7559
287,7341,1816,9849
667,3341,824,4062
476,4772,60,2930
24,2929,245,4981
430,1642,1806,2717
277,9975,1125,9705
986,1874,1745,9136
316,852,578,6608
637,3100,622,10035
811,5339,794,9507
357,9936,1606,9952
275,7216,348,10234
876,2040,868,4609
689,1179,1555,9581
343,8901,121,5456
430,69,641,3435
558,1060,468,5348
711,8237,923,721
562,3134,1075,5783
438,1179,1728,4115
461,6881,1416,9625
806,8020,620,8140
269,916,1645,5433
708,1050,1443,9741
430,1214,1545,7290
20,1814,1388,8125
142,3299,1725,426
759,4963,228,7302
867,4319,267,6437
352,1081,1343,6083
464,9004,1725,8075
467,4816,627,2902
512,6797,1280,8035
463,6672,1863,1492
876,9116,1506,7460
849,4591,629,8940
393,6895,288,4844
918,5157,1369,3884
785,8025,1230,8540
752,3169,463,1305
57,1179,622,324
125,1370,71,7260
840,528,73,2080
877,8823,1351,5036
989,8726,909,3478
460,4577,92,8318
51,2769,574,5445
734,8404,345,9395
813,1179,1215,4100
874,1119,780,2893
268,6403,1426,10049
95,4168,10,5408
272,4426,777,4589
322,4144,584,6146
572,3293,576,10183
832,7532,1673,9904
692,793,988,1530
132,4600,742,9075
927,2866,203,9388
88,679,1398,4915
684,6180,1358,7671
823,1202,104,4326
4,8248,252,7828
356,7912,548,2431
342,1179,298,1654
203,583,100,2487
673,1179,1774,9248
572,3262,380,3380
470,4302,108,9465
463,5230,1943,9751
496,7673,1245,7017
701,2610,1008,7056
836,9098,874,4555
62,3205,1625,4833
555,2001,358,3251
238,1304,1257,6034
539,5345,1800,1347
197,5657,1292,3490
780,8121,788,10277
682,2639,1825,4141
29,3092,1806,2448
665,9776,509,4889
208,5459,799,7779
62,1595,411,6425
840,4969,481,10228
56,8945,658,4623
831,8637,389,4355
719,7698,467,7470
432,4490,1233,10149
307,3661,1970,6544
574,5475,1719,10365
759,642,859,9995
465,4309,12,5784
652,4223,786,2519
604,8703,1234,1979
106,1642,1179,8236
876,1068,491,6277
599,4481,1603,9402
300,1179,122,7292
619,5302,1432,3935
45,5906,769,1643
76,9623,793,5025
728,2564,600,7300
168,1954,1212,806
813,3090,1526,4979
128,9246,1842,773
712,1514,1137,6596
707,7017,985,7375
859,1872,1357,948
267,8610,797,9282
599,5492,1222,1149
764,2684,1785,9015
749,7015,1046,5973
584,5272,5,6165
418,2773,794,4596
869,5772,1808,10304
866,1321,1070,4345
160,3214,1036,9297
57,8460,1625,9889
383,2378,1244,6474
884,5291,1648,3517
802,1060,1578,7592
509,7091,1638,4010
429,4386,1210,1318
339,9006,1784,9104
577,4330,781,9281
939,1179,1025,8185
25,5452,1007,4185
809,709,1815,4860
588,732,733,2818
797,1824,206,5982
371,7169,515,7746
927,1179,746,7124
35,1179,1097,2318
530,1179,1699,5514
789,3096,239,1400
832,3314,138,9461
824,7594,629,10475
266,8643,567,7103
793,1101,1710,7899
431,1179,639,7706
18,2152,441,8733
338,2441,1087,3915
139,1138,713,6625
66,9877,1940,2327
823,8789,576,1846
529,1179,24,10300
368,5694,987,8881
260,8982,1832,7495
623,2273,1071,4380
919,3151,55,8987
973,1179,1751,9614
626,9421,792,1910
677,4723,745,2337
578,9192,315,5931
766,7566,1864,1669
581,9432,1389,9950
971,1060,1584,9492
819,4094,433,9647
202,1766,1585,6212
638,9714,1316,1050
934,8106,416,7573
954,9522,1171,4787
409,2809,1727,2824
832,1179,737,3418
79,8843,712,5650
687,5212,1405,10443
112,4747,1806,8784
622,9244,213,7179
820,9064,1566,7100
136,9276,1438,3018
644,6803,236,3163
883,4065,557,5283
839,5933,646,9685
188,2806,1782,368
276,9885,111,4401
736,5298,1654,3755
102,1472,1354,866
106,3739,1509,4241
574,1179,879,5612
915,5115,813,7714
953,9479,1359,4343
756,9766,1763,10730
172,9403,684,1236
917,1618,1593,3373
844,8847,448,6525
998,394,1444,2344
330,471,1189,7327
721,9909,460,10095
190,7179,911,4322
669,3363,363,3122
830,4152,1193,1368
224,1179,1495,2527
683,9153,652,7104
322,601,978,570
953,4611,1873,10185
507,2780,1201,1898
960,6799,1824,3132
547,21,1440,1882
133,1060,895,2392
36,2473,1517,6651
92,7406,1972,5626
74,1179,1872,8765
755,3828,1642,1565
182,1179,848,5166
716,8221,565,8064
458,7581,234,8014
698,2208,1794,4411
677,615,1592,4381
626,5789,1987,1836
408,6041,256,4153
206,2181,1361,7997
244,2613,1648,1735
332,4023,831,7633
672,9858,1091,7132
524,7992,1651,3572
293,79,590,5212
953,7130,585,3887
983,5239,1046,7093
915,1060,1855,2732
747,9932,1594,7360
272,446,1090,4591
378,9243,600,1653
625,5420,988,7856
663,9785,240,3540
25,978,1941,4039
679,28,852,4766
543,2424,276,1690
732,1973,212,969
717,32,1250,2839
932,7621,540,8541
853,5055,1472,5448
609,8811,1170,10346
90,2947,333,4073
475,7668,1165,8609
888,9487,332,6494
725,2548,54,9903
187,9090,1440,1810
568,4798,1733,7794
618,3664,984,1340
953,1941,716,2048
194,1060,73,4021
533,6712,1410,4818
697,6427,1953,1692
879,5014,598,6560
84,6279,736,4745
591,3243,1143,1583
840,4984,1350,3623
76,9774,492,8423
329,7177,1979,6011
382,2344,308,10350
432,1179,1136,6393
376,4094,1971,5144
340,329,928,6100
176,6591,1505,5380
425,8206,771,7977
423,2263,1497,8669
966,9916,1811,1050
173,5372,1526,6149
405,4425,1110,8552
81,2611,1523,7165
20,5549,1769,2799
690,1082,1241,6745
397,6319,527,3066
329,3889,892,1337
224,3419,1777,2588
776,4456,897,4462
401,1789,1044,7169
780,7233,917,2979
762,6056,1471,10313
784,2617,383,1693
893,8830,996,4332
854,2563,992,6736
920,1060,1043,3833
437,5151,1756,5132
271,5806,88,1277
279,1597,1107,7393
222,2273,1873,1365
586,6287,1983,8138
662,9667,420,1886
936,6161,410,5431
870,2779,1663,9129
508,6889,1890,9714
341,5509,1054,522
928,746,1034,7260
616,2409,1592,5562
41,6078,1505,7491
175,4944,1207,3120
244,6243,1615,9090
252,4351,579,3938
273,5434,426,2561
958,9054,96,3789
333,161,1301,9246
603,4012,1818,3851
10,1179,1031,9402
151,7932,1146,8652
188,3214,517,1213
959,6366,442,5371
675,6450,849,6577
637,9825,1468,10361
210,570,505,3853
972,6288,1361,9531
96,3895,1568,4746
820,6800,952,2069
338,8977,494,3321
46,822,1869,4621
819,1179,1391,8266
735,9774,1685,9866
974,8624,143,5083
56,7062,1599,4079
74,4372,1863,8043
253,3740,168,842
662,2733,376,2444
570,6243,1515,5138
836,5172,945,10235
951,8838,1635,5363
597,9501,225,9635
169,1884,1677,4849
145,4672,1629,9135
838,5140,918,1308
32,7467,472,4859
514,6502,1633,5581
795,7927,316,3789
256,8334,1750,3385
125,4705,1224,6292
958,1179,1911,2271
112,642,341,6658
814,7855,1082,10053
804,2499,259,10083
341,4142,1148,8275
47,8618,6,5405
363,867,1604,645
786,1562,1608,8395
397,2947,1231,1795
194,2739,911,2927
850,5036,1100,4917
736,6631,621,3093
724,9778,887,3962
320,4767,414,10284
793,528,1100,8782
137,3350,1154,7347
354,9611,162,1141
844,1179,1884,9078
69,8716,1354,5853
810,9155,485,5453
581,6901,329,4902
482,8641,1170,5210
719,8974,142,6359
711,1763,1388,4121
58,9416,480,1416
770,6807,516,10166
388,496,1622,925
852,2886,1510,4720
350,8399,899,4926
845,5584,222,5370
868,1179,1741,4451
338,6197,821,8236
676,1779,164,2026
756,9605,1241,9892
595,9080,1868,4451
435,6358,18,3060
449,2501,1045,4756
376,4506,551,9418
958,9932,586,3883
390,3964,106,9577
480,4027,1859,7194
820,4204,1881,8017
113,26,837,6119
745,1439,1594,9286
773,1005,1805,2310
902,9504,1508,3630
171,1011,1655,7552
17,9868,1960,4363
234,6493,491,2600
309,6005,960,7337
894,6789,648,7762
668,8521,475,4543
722,6051,1340,6763
280,4017,444,3881
830,3004,627,5004
195,6226,455,1118
114,4362,187,732
396,3457,528,4796
671,5176,1590,7013
666,6942,302,3969
562,2234,540,9801
417,7504,559,10307
283,1870,1526,5863
584,5606,1606,8184
327,9736,1164,8449
340,6256,1863,422
621,6132,827,713
797,3413,1709,7557
220,7937,1109,7595
8,7630,768,7845
908,3781,443,7632
81,918,1538,3129
831,3701,795,2298
293,8347,1848,5782
374,1598,480,3072
533,9872,1448,9516
414,1046,1867,889
98,3947,1883,8793
681,4882,43,911
701,3482,1400,7722
617,7941,1425,10395
831,227,30,10797
969,5882,897,7802
