db1.tbl5.col1,db1.tbl5.col2,db1.tbl5.col3,db1.tbl5.col4
657,36,937,6294
524,963,877,2064
874,844,8738,2351
640,657,2462,9729
229,125,4493,7364
84,796,6135,1364
161,619,7981,1084
396,285,2215,266
876,239,5726,8151
370,886,5947,9462
562,613,8421,8226
214,219,1427,4881
0,6,6287,67
982,215,1699,188
376,680,2145,4136
411,585,8198,682
634,292,6958,3138
799,538,4272,9523
199,788,9421,3190
182,483,1823,852
409,42,3984,7353
397,306,8822,7237
215,92,8461,8948
751,582,3771,1694
348,268,500,9499
579,620,5606,2595
830,692,7939,5467
593,214,5607,1218
653,958,2750,5899
922,113,1312,8675
40,184,2153,4683
750,920,4736,7447
2,124,608,8000
93,104,5104,7759
58,236,1663,9313
739,652,3294,281
406,804,5924,8821
17,157,1997,2466
493,473,6022,4175
750,907,3185,4921
871,504,1531,6556
507,960,4216,2381
585,273,7384,2936
887,889,3706,9543
331,852,7259,6906
168,116,4502,7313
775,885,8867,9028
671,573,9846,6139
848,535,5004,3449
680,59,3544,7574
940,400,3818,3001
205,873,8087,5999
868,827,7082,5074
520,776,3443,8624
504,179,5709,5548
345,231,1047,4347
303,475,9523,6119
114,654,2660,7050
663,844,7930,5942
86,923,7058,8412
94,244,6266,4655
742,592,8955,5177
427,637,8077,3808
697,648,3408,7816
449,567,6301,7874
625,212,7494,5837
785,605,1684,779
975,894,869,2262
540,458,5123,7885
714,989,9105,4731
1,803,5875,1039
77,127,7212,7955
323,951,6727,7566
742,216,9822,2280
97,710,542,9995
628,19,2203,1388
109,566,2935,7081
678,757,751,7162
456,762,2111,8119
487,59,8612,3508
808,674,7276,2118
966,713,9678,1582
370,738,5699,7892
336,128,546,3445
889,973,4961,8649
598,556,2557,2818
970,196,1571,676
21,935,6584,9605
721,491,8645,6363
304,677,2691,9097
923,503,6960,5387
271,246,9949,5749
489,737,4774,6336
835,791,59,111
445,259,9609,3379
931,346,6211,3873
277,196,1338,7507
650,106,8658,3151
852,780,7001,7645
376,743,7948,5606
231,916,2471,1944
744,612,8911,2500
591,159,9427,8604
425,421,8754,2651
54,606,9174,8377
968,927,4520,9768
802,206,8101,3158
440,312,1730,7391
33,431,4339,4077
328,925,7879,50
844,234,8037,1169
453,326,7800,7612
387,933,3047,5403
763,478,9549,8227
429,427,5225,8468
475,665,1785,5815
124,99,1962,7153
522,237,7246,6325
481,106,9380,6614
316,857,5965,5931
121,363,2678,888
546,641,6105,403
580,810,5307,7976
312,492,3123,3985
486,42,3143,9364
650,574,2800,6549
11,72,323,6146
124,697,2202,5128
810,628,6202,2587
658,303,7442,289
76,4,1794,2228
579,986,2342,9775
717,587,3045,9861
235,802,1307,5411
570,348,1455,647
769,399,9154,3154
253,594,9909,265
903,432,5391,3488
405,571,2539,2778
242,106,3618,4956
460,116,2378,8210
276,818,9066,4466
468,382,2205,7552
219,858,1139,3827
224,81,3591,642
924,826,4714,9737
100,831,4714,816
853,872,9737,2191
633,652,4667,5926
729,733,8457,2668
506,409,8293,9055
586,69,7854,7559
330,386,7158,3372
236,982,3973,7008
993,523,9726,8720
338,296,2269,4062
751,616,2483,6892
505,718,1213,6070
164,64,4735,7502
845,574,4429,9724
668,177,9098,8747
722,942,9773,3892
932,7,9796,2800
788,158,5995,930
727,10,569,5249
217,784,8095,4193
744,410,1545,8984
375,891,908,4035
11,606,4462,4383
431,154,4083,9961
82,205,3340,6312
430,114,6947,3150
624,378,7039,4358
477,598,7112,8903
782,823,2425,6866
706,708,7155,2577
368,349,9205,4880
652,97,6670,4305
954,942,1872,4050
968,18,4909,3148
635,312,8397,6154
140,926,815,8060
719,527,65,5126
626,556,2051,1946
717,666,2,1572
455,444,7426,199
501,921,324,2377
402,230,6134,4068
952,668,604,8281
287,624,4891,590
354,888,2582,6198
342,358,3122,6031
148,382,7976,5340
209,511,3114,8283
111,43,346,8131
653,364,3443,589
975,924,2254,3638
535,876,8302,3314
48,621,22,785
799,110,3816,8075
330,222,1707,4045
364,385,6715,3784
10,901,6053,1177
187,264,3815,1277
508,270,8938,2965
579,211,514,8493
444,495,6287,2344
89,313,3039,7658
621,769,5861,5163
900,386,2856,3215
675,246,2341,8187
992,947,8516,61
447,566,6336,857
717,820,3362,8729
31,349,7806,1340
326,71,3490,5554
73,295,2507,9009
250,212,8148,5015
449,294,5167,974
905,170,3178,4637
354,245,7431,3652
532,140,3324,3303
295,615,9754,1711
297,616,1544,789
327,239,5851,580
301,932,8717,8543
511,310,6172,2302
337,415,4633,1073
584,397,9941,5373
373,832,6286,7561
552,922,9032,1882
93,791,2265,4345
131,882,8904,1260
610,880,8258,7047
909,21,8952,231
909,77,6287,9148
52,812,5260,4729
495,903,8656,9286
228,474,4191,3536
639,706,4899,3492
211,831,1467,5119
796,352,4852,1302
790,370,6101,4314
503,942,7547,8888
494,20,2760,306
852,506,6421,8505
670,159,1393,3474
863,743,3693,5848
232,360,5378,7655
70,812,1699,1402
716,555,1120,4376
188,296,5329,8226
662,351,1571,2117
7,179,728,8551
331,471,615,5809
611,394,370,6030
15,612,6767,407
665,626,5338,5680
668,212,4942,4675
92,529,9139,5503
261,394,1119,6224
548,26,9647,7605
160,938,6331,2092
350,869,7019,7526
173,448,2422,136
316,437,7590,9170
936,284,9532,1484
17,660,9710,3376
485,796,5825,6372
366,648,6760,6326
350,188,8902,466
527,701,4570,4933
871,198,573,974
434,101,507,5187
932,478,6735,7012
269,602,2222,7472
870,223,7688,2651
67,516,1294,1799
29,864,9889,1015
315,526,787,6238
820,440,4667,9940
736,516,2233,8876
163,915,8778,9648
925,229,3650,8560
319,868,3249,6422
13,848,6071,6047
278,113,4036,6549
431,515,8747,6589
667,183,1709,6216
633,724,5212,1344
262,758,1510,4117
681,33,5903,8370
521,295,8167,9324
963,452,7552,7539
171,707,3506,7864
357,504,6078,1479
12,405,6432,5348
724,126,3633,3066
672,141,1461,7091
231,963,5914,4626
475,647,6352,2472
470,127,2171,958
159,834,7928,9263
638,685,8594,1488
559,924,8475,4767
260,729,6806,1933
572,625,6115,5727
633,886,8432,5149
601,349,4656,5752
358,523,8892,7156
254,462,2670,4974
601,243,4360,7090
514,563,2548,3937
279,185,2326,3261
116,232,2796,9591
609,513,7046,6846
161,0,2206,6797
851,238,5179,9070
886,54,1610,5568
989,494,8679,4768
297,731,464,4213
915,615,4323,5177
296,866,8857,8046
593,417,5475,870
357,447,9681,6601
659,835,6965,8897
517,337,798,2689
377,907,2800,7109
696,817,3240,4581
425,276,3355,7287
763,9,3929,7034
536,340,859,9769
552,103,8555,1967
168,344,7688,9444
514,369,5022,9444
363,976,7584,5080
682,882,6402,4438
429,197,9107,3128
568,13,1774,5335
82,996,3365,9858
329,679,8014,5822
690,871,8342,8219
132,337,7425,9811
597,541,3021,1344
456,456,4237,4668
352,525,6394,7680
782,749,3817,9119
343,435,9262,1778
93,365,760,3103
381,400,4451,5866
867,573,4627,5530
761,481,2739,3088
294,109,7439,8091
197,405,5548,6744
78,308,6791,5171
677,159,7916,4465
550,843,6845,8355
819,54,6867,6593
213,760,9108,6687
642,975,3943,350
668,255,3460,6522
988,533,1492,200
893,421,3621,7274
158,945,8918,2552
833,614,9801,7155
738,961,5018,7551
556,812,8162,1051
200,886,6750,8478
21,263,4841,7510
338,747,9131,9987
241,832,7468,3558
740,232,87,8298
905,679,562,2553
237,232,1268,3513
148,516,9682,8308
784,44,5561,9460
578,557,6045,6222
6,675,9764,8932
232,912,4654,7653
868,680,3171,22
803,925,7512,360
767,435,7852,4795
578,334,2800,1450
761,403,6846,8408
76,163,5038,5785
488,255,9449,2754
925,65,4888,627
86,940,4780,3267
763,771,1143,566
966,945,6703,3758
221,87,747,2020
412,239,7094,3530
583,310,6445,2506
201,570,3488,4409
928,681,9337,8920
570,257,2104,3328
275,557,3856,473
220,513,5119,605
156,433,5258,9434
180,128,2768,5683
724,780,4059,3602
128,325,1808,7404
242,789,5480,3754
929,16,409,4370
171,698,645,3878
502,341,1551,3743
479,837,5362,4847
876,627,1113,5678
269,770,3587,6097
420,877,61,675
162,248,9427,4053
954,709,1727,709
23,848,4592,922
496,738,8168,3399
192,176,2966,407
877,754,3360,1109
389,945,5662,3592
496,356,8070,9980
963,494,9604,3959
805,34,9925,6641
128,406,6700,1490
552,967,3630,4200
542,646,3869,1481
35,817,5200,1280
456,9,2039,4854
360,985,7454,9066
764,694,1307,8055
949,713,6634,8303
876,530,1724,6166
214,534,5670,7080
286,94,4690,8061
767,575,2455,6458
924,928,941,8393
368,449,7092,9186
468,219,5295,4752
898,95,7688,1531
185,864,3061,9581
473,776,9476,8722
60,380,8587,1617
261,668,3763,5154
787,206,7694,5654
110,785,9282,8556
828,849,2888,3371
941,245,9914,6559
140,710,4443,5465
744,973,4006,1372
534,796,1086,2237
78,509,6499,3474
493,883,1304,4444
30,82,6510,4468
515,316,1014,5758
508,644,8412,3576
970,104,5848,3975
629,369,9318,9176
65,748,8664,5674
509,580,5120,1526
911,695,415,6789
370,629,1868,1036
286,179,4112,4618
175,782,1533,2230
122,601,7922,1042
230,599,1462,7941
554,82,7698,6168
3,531,1865,1329
701,618,4009,3655
815,840,9928,5553
411,500,7973,5541
249,347,7710,3905
655,271,8663,1080
486,330,3177,823
344,609,2865,3619
893,920,3197,3250
332,743,2461,2115
452,886,7782,3567
157,568,3581,5120
576,660,8692,8239
836,388,7994,1440
269,970,120,944
586,746,1775,3268
417,136,606,3119
439,778,8129,6072
28,740,7375,8546
977,360,819,3305
334,832,783,4795
237,958,1846,1917
152,281,7560,6769
605,201,391,368
748,743,7880,1192
833,530,1132,1386
114,15,4445,7344
807,567,5318,2547
730,868,5562,4799
757,113,4439,6315
398,67,676,1553
31,589,6251,2810
531,29,594,111
52,518,3324,4072
717,907,6168,1063
730,663,6426,4197
194,998,7730,1392
304,874,2934,1197
706,21,5033,340
972,430,6763,5015
344,29,6086,2861
81,955,4333,9397
0,678,839,8019
166,659,2510,5794
316,409,4687,9766
182,48,2887,3306
964,324,3043,6362
897,487,1631,9732
861,297,1405,6308
272,773,7632,3584
668,180,6115,6524
372,801,6495,5303
361,121,2489,1926
899,123,4490,3519
200,452,5,7787
191,265,2581,9597
340,27,8411,7549
298,258,8203,2013
505,76,2842,447
587,431,5504,1720
139,878,6847,4093
305,705,8649,33
195,893,8358,496
60,34,7283,1403
987,435,1973,3219
968,113,2195,8077
359,61,7574,2710
306,51,8143,9794
479,115,7552,5670
332,46,3828,5218
865,437,5085,3602
82,411,4737,6104
333,100,239,4096
516,278,9108,2334
730,106,2952,6116
923,982,855,1279
765,34,3238,3245
473,358,553,4949
393,886,8134,49
599,799,9420,5651
720,1,8386,9966
691,750,7338,7210
719,491,5994,3588
784,879,9617,4046
576,889,2693,65
379,271,1971,6539
20,143,5402,5370
949,434,8691,4223
878,450,4114,187
176,603,3773,5302
362,732,3647,2888
21,565,7909,4857
836,915,2866,666
959,227,686,7579
547,544,2067,9124
249,213,5907,5138
660,647,447,3852
951,247,9958,4140
72,407,9316,617
90,52,293,792
175,575,4160,9442
125,313,2546,2444
203,373,8267,4233
913,36,7044,1350
245,723,3775,2275
610,523,9491,6250
270,979,4178,2206
43,83,3534,1917
733,899,2053,9313
940,93,7112,608
608,414,1699,8960
547,341,2518,783
167,718,9929,7066
434,549,5568,2389
29,420,6832,167
793,347,8561,4779
596,714,3739,6775
356,781,4373,3256
490,586,339,2479
632,127,2862,7591
798,840,613,9171
247,151,1103,2816
695,521,8984,8982
252,37,6746,1474
956,426,8258,8125
784,104,4511,4001
720,164,7312,7471
865,937,5405,7740
381,543,570,9318
535,211,8731,9942
633,525,5356,6026
736,741,116,4750
899,131,7224,7306
904,151,3031,8943
897,95,3456,1232
418,502,3051,6081
122,521,9826,9050
293,373,8433,4414
684,874,8656,3860
142,15,7807,4728
937,678,7302,7645
898,607,1878,2699
510,17,4881,7279
926,408,4636,8074
947,6,2534,5045
680,695,3809,2000
56,893,8763,6006
41,244,5605,239
820,942,7733,7439
630,882,3641,2190
120,977,656,4214
823,878,3151,4691
762,593,9140,2015
342,642,4110,5370
331,128,7207,162
455,800,306,4749
436,454,8896,8541
340,585,4492,30
340,875,8869,6601
415,570,8402,8005
848,71,4494,2175
181,159,1396,2826
676,86,3460,3619
983,400,4353,5065
263,461,2162,847
209,528,7676,791
522,88,4544,7892
181,660,3148,508
443,822,827,7079
250,5,2655,7977
137,595,6711,4332
217,944,8691,7775
750,83,9253,9204
453,249,7864,3024
882,665,7525,3070
848,415,5170,1074
86,71,3496,5968
809,620,6094,468
292,111,4222,1915
91,171,9318,4483
207,698,1989,7229
203,796,6579,7320
185,272,5504,735
84,529,4180,8133
826,679,1382,8169
663,318,4167,5048
155,81,3166,5821
292,74,2635,5676
532,428,5545,4477
160,459,9221,95
385,846,5209,9103
484,345,9810,4388
502,248,9427,4436
850,642,5382,8910
155,386,3983,6681
142,933,1405,9565
768,866,7737,7015
618,712,6200,7374
283,362,5742,5055
561,295,6711,7658
34,67,9739,7002
223,437,1884,6010
667,531,5172,3681
392,782,2184,7190
407,604,6317,2809
702,132,7003,6035
387,294,8410,6126
695,295,7430,8696
748,646,4350,6128
296,967,9003,5978
322,863,8461,4060
815,867,6367,2984
853,32,4699,2796
487,373,9378,5444
569,804,1733,4931
38,31,2967,3926
504,554,72,7956
502,958,4993,3808
752,803,6117,8680
536,865,7885,7311
315,304,5042,6943
495,792,8061,2713
116,107,630,9442
341,95,5603,6118
881,65,877,5713
239,520,8948,1414
686,229,4293,9183
993,732,9642,6231
444,357,2540,8591
851,401,81,4055
739,789,1331,4099
996,98,9914,5292
486,270,7955,9759
764,774,356,3817
410,908,9511,6482
891,361,579,5325
622,163,645,9317
752,527,6263,6201
735,168,8499,5900
297,20,233,3323
51,539,1034,7646
732,841,6017,2603
303,594,5121,1565
287,784,1735,9110
663,832,4277,4619
898,396,941,1315
117,35,349,7367
922,494,1405,4119
968,313,7464,1654
423,489,1545,3458
790,275,4320,9805
646,232,9943,241
208,615,1746,4298
126,435,7896,4332
292,5,1354,9142
518,534,7330,3069
221,681,4288,8485
76,663,9360,4305
337,243,4766,8979
862,240,5957,1632
789,772,6835,3073
845,927,2585,4070
849,557,4707,2276
738,272,900,9683
912,74,3341,2601
274,282,7694,8577
862,707,127,7682
806,534,1675,527
116,86,1777,1411
291,880,5165,5085
270,632,8425,4197
446,929,583,389
156,148,1466,9417
571,149,8694,3638
183,576,6750,3792
423,159,1155,840
655,445,9691,9569
672,795,7960,5712
600,81,935,234
15,6,355,113
925,181,1994,6079
760,869,5156,3138
97,965,6281,808
961,525,9637,5159
615,477,7409,7900
299,182,5364,410
746,313,3974,1318
421,555,2504,5684
306,173,2146,4903
955,13,7669,9779
273,299,7304,9252
260,936,1210,66
238,72,6179,6546
935,734,8821,2253
773,513,4882,8532
331,721,6824,8187
114,772,6198,5953
267,601,9686,955
11,342,1107,4304
72,395,4986,5633
873,845,3434,2010
405,763,8023,6819
816,894,2815,1888
177,332,7061,368
975,354,2035,1762
771,558,6807,993
945,846,6973,8273
258,162,169,1187
399,115,8823,376
269,402,8996,2
831,78,5015,683
631,446,6897,3727
680,882,3034,763
485,7,4480,8457
579,22,3412,2482
58,780,4988,724
641,790,7130,2840
886,542,3869,5346
265,413,6099,2423
74,681,791,5381
998,641,3841,2475
89,906,3356,5127
504,408,7522,6049
356,668,4925,9256
153,21,5074,5997
899,637,6700,7424
217,402,2094,6786
485,968,6250,6707
539,680,8807,5338
129,677,5252,2291
65,156,7003,5034
143,329,4296,4398
379,21,2301,4465
312,471,5269,4946
406,263,9764,8238
406,302,504,3661
972,901,1945,2564
276,774,1861,3325
614,723,3722,4927
408,464,3683,755
313,163,403,1452
548,135,4331,6179
248,251,9811,904
944,204,2906,2454
460,855,4728,3487
398,301,7709,4060
667,241,1569,5804
450,831,139,8970
470,926,4683,1790
643,790,6730,7488
558,60,5062,7736
433,464,4665,1601
955,817,2172,3843
445,301,6079,6267
706,471,3420,3675
102,810,6277,1005
327,393,1249,231
682,606,6064,6576
600,659,2697,4586
245,911,2753,2133
57,973,4934,1690
104,258,6465,1223
691,541,3884,4970
971,529,7254,2203
68,186,94,9089
992,965,4291,7882
301,211,5780,8343
152,34,5083,1351
536,146,9867,171
888,281,8204,5524
34,546,2301,1429
956,587,4083,8008
14,583,6119,4857
105,248,6224,5817
729,56,372,3433
895,868,4489,3199
73,304,5851,1359
855,521,6028,5873
930,724,8609,8884
284,360,816,7432
549,236,9995,99
196,233,3612,3442
279,924,7747,3049
786,222,6350,8619
685,615,7439,586
816,326,1332,255
555,97,6361,1473
968,225,755,720
665,733,3525,2000
152,835,1796,3007
290,488,3059,7946
931,477,2177,4502
141,984,2050,6190
767,333,1989,5112
311,791,7518,1731
645,554,8746,4901
31,862,5809,2177
25,511,5613,1580
910,381,8457,3226
254,422,9114,9185
944,347,8725,4590
734,152,5976,1852
55,850,1693,81
292,451,2051,3850
636,289,2920,3012
229,735,4845,2716
52,984,4167,7192
953,118,6231,7501
100,213,4623,5301
466,564,9077,1455
845,731,6746,9389
803,438,6139,6952
868,754,1458,3112
266,564,3795,6588
794,913,3410,7562
1,628,4024,8107
21,902,6269,9503
577,446,562,8752
211,842,6092,5381
235,41,6992,2104
879,394,7008,2053
528,246,7796,7726
387,904,5659,9790
13,290,6084,944
518,247,2971,8085
846,612,344,8770
221,598,6611,9106
911,864,7124,8353
615,448,6284,7464
961,83,2716,5736
402,772,9864,774
512,220,5660,56
286,665,7232,6671
383,50,4893,7226
246,549,1119,9381
899,770,2262,4044
90,980,742,545
825,186,5001,2980
311,524,5303,4906
436,222,7330,9605
984,464,782,6395
725,418,96,5498
42,86,8778,3388
73,258,6661,3203
753,180,4911,1412
992,310,2238,571
560,172,9108,1740
879,321,3349,3927
875,706,2488,347
315,339,3793,844
733,495,7817,2665
861,244,2837,4592
143,939,2386,5969
328,504,7396,6074
208,328,1841,3590
98,879,9394,8734
699,195,5366,215
113,61,8064,6613
174,24,4769,1369
270,563,8921,8477
62,561,316,8052
795,377,7453,3059
403,896,75,50
224,294,5069,5538
958,51,203,1725
160,843,7895,4566
35,39,6567,9591
380,743,7460,7857
652,571,3775,7826
317,727,8078,1329
707,456,6924,4533
662,877,7580,3322
455,851,5558,2898
268,708,4355,8940
343,787,3051,523
39,852,2663,8846
749,1,8623,4601
413,468,7384,2953
379,105,3162,3189
221,215,8389,2108
280,776,5078,1204
224,678,38,4039
456,758,8920,4082
153,413,3165,6456
279,949,4779,8456
352,209,6186,5148
38,57,2124,3334
728,939,7399,711
755,42,4134,9104
620,137,6294,5710
974,620,3771,9926
572,488,5538,9637
488,559,3257,331
944,637,6461,8159
936,468,5388,3834
197,725,7900,8343
275,912,1244,8899
171,639,657,7210
783,388,1699,8612
507,197,4456,5804
404,201,6068,7657
270,191,8047,7733
934,106,9991,252
553,705,5963,9190
700,326,6235,5827
771,749,4535,3555
663,643,7273,8484
130,356,1976,9432
625,594,7937,8360
384,500,3669,7807
733,283,4192,7552
396,467,937,36
565,507,5596,1444
849,733,1289,6022
295,105,4670,4391
382,293,2150,6578
511,65,7421,7904
394,194,8704,7793
553,187,1516,6677
604,46,1404,7466
259,361,4492,6717
280,870,6170,7861
355,536,2353,9114
419,577,580,7183
191,486,3329,6420
636,846,8293,4744
427,578,4550,4378
807,708,2963,1662
347,245,298,998
428,807,4116,4302
391,611,44,7830
340,177,7647,2524
546,114,2543,6735
939,679,3859,130
401,630,4778,3016
46,997,4394,1186
664,164,3552,4294
749,218,3155,8135
424,196,287,4834
516,400,3705,7215
959,829,516,7989
957,997,2201,9709
636,748,6577,4198
878,680,8102,5
327,75,3658,710
86,425,6922,8203
514,286,4286,2150
164,544,3936,6842
222,298,9361,9905
860,860,990,4522
296,741,4971,5808
915,706,7721,4950
450,293,1851,3282
342,808,8189,7892
935,885,2709,5553
340,446,4007,3604
460,935,2621,7154
391,413,2178,7139
900,430,838,3982
536,789,9747,177
550,229,9414,4513
420,95,4934,8745
380,894,9625,7774
616,438,8104,241
4,170,7338,9571
647,316,1168,9788
3,841,7348,8028
680,543,947,7395
315,490,160,1300
821,387,2627,7923
917,988,2535,7478
77,556,2272,3395
530,71,3463,1070
716,531,4804,4917
354,238,160,6673
835,710,1784,6643
32,576,6598,9980
661,699,3182,4287
704,88,3624,6237
138,921,8958,5026
271,712,2027,9964
195,534,8376,3805
126,807,1896,2214
348,641,2404,8121
742,153,2539,8248
43,589,732,6149
741,189,9813,237
727,811,577,732
243,414,2161,6163
8,153,8569,3889
761,624,3848,2824
711,338,1308,1227
845,997,841,6519
78,628,2171,2454
756,516,8347,6223
189,888,6253,767
85,837,9894,8168
484,34,3385,2424
270,783,4821,6183
773,670,5813,3424
512,721,1413,4548
19,525,44,7590
488,536,1686,713
931,846,5236,85
129,217,6625,1578
837,253,2725,6379
769,995,9615,2016
642,202,8009,5701
6,100,4014,3714
851,360,5780,9463
752,740,4595,9816
703,710,8265,2408
936,913,3018,6318
309,177,6292,6971
808,275,1560,2851
626,311,9083,1397
900,641,9438,4156
472,409,472,3241
101,790,5435,1530
337,287,2217,774
318,652,8892,2461
512,524,52,7985
24,400,2987,8307
720,216,8330,7342
429,697,9589,5247
142,469,2137,7656
708,26,827,1349
656,912,8164,2745
148,729,1248,2847
692,421,4835,8014
54,13,8377,626
470,500,3442,5585
362,653,7402,5961
649,907,3193,7591
208,324,4928,9831
184,996,9604,7130
64,323,7596,8428
548,566,2916,3057
111,702,9207,5867
262,284,4537,9159
75,88,7051,5936
295,44,5645,7205
177,643,4261,6007
765,497,1935,9211
0,911,8041,2006
147,497,9660,9754
875,577,4538,9033
670,790,4426,2203
835,835,1358,9004
985,659,1769,6783
779,144,9381,3197
661,947,1192,9901
128,517,2816,5666
637,81,6267,7406
512,979,7025,9256
898,634,4856,2508
628,166,5217,1718
971,748,1042,2593
501,104,5243,1472
148,801,8417,698
268,487,6755,7568
700,749,6467,6450
652,309,3977,9136
104,983,1883,8328
465,81,540,1225
763,93,8837,2702
928,320,5085,2204
901,342,4801,3326
280,796,4726,2228
406,808,7022,4948
855,360,1688,3802
612,830,9046,3099
793,927,6634,1538
899,65,404,9760
357,623,3343,4164
674,867,7811,8793
202,428,7018,4974
611,400,8711,6978
280,170,1407,545
915,758,9012,5932
256,577,7030,6203
93,67,7359,8375
323,491,4530,837
790,33,7928,1892
738,0,4067,1388
361,150,6206,7165
661,901,2181,1457
350,783,3232,2800
61,257,8616,3303
640,749,1551,9645
186,627,357,7286
579,587,1594,6473
914,794,5128,3286
541,18,9202,7489
896,795,8388,1172
303,34,9225,1711
786,370,9053,5496
638,490,348,8972
435,835,1658,7487
212,816,8766,1028
405,240,1819,6545
817,6,6471,2250
961,548,5881,4149
133,370,6655,4383
959,664,9122,7451
916,756,4008,3669
992,249,6043,9260
914,114,483,8475
218,552,3912,9024
420,336,357,4677
318,573,8445,6090
156,680,9026,3488
187,141,1190,3212
475,484,9895,916
161,437,4564,8762
128,769,5979,2094
303,87,8684,6269
88,462,3409,4906
894,47,8243,6042
916,946,8453,8812
161,480,1908,8962
921,822,3646,6731
35,523,7715,4793
226,210,2377,9806
150,243,4336,64
592,238,5404,3698
46,196,5958,201
715,768,1625,4237
939,234,5418,3169
659,186,9420,2864
230,712,4386,6360
538,614,6354,5412
700,289,1389,7675
164,220,5909,9349
723,496,1487,2309
819,495,6501,6427
586,879,9108,101
603,301,710,376
573,186,1886,8397
65,449,2216,3663
919,914,1320,9826
79,411,7906,6294
139,610,4445,1060
399,935,4831,5593
931,244,7817,5563
129,312,6984,5124
984,818,8592,9081
765,495,750,1562
445,21,5594,3195
831,67,7171,810
28,391,7491,9250
987,315,1887,9452
201,64,3685,8703
236,803,1418,4412
598,966,2603,4398
607,728,3771,9317
798,540,5100,5431
338,704,9837,4177
398,567,3487,657
438,849,9005,6336
288,899,5910,52
251,211,6308,5110
976,749,4733,1108
691,199,3169,986
99,986,1023,6026
915,177,9701,8047
584,422,1393,4736
421,930,5239,8402
642,664,2346,4959
693,461,855,775
705,43,9358,9106
17,430,2754,7439
470,167,1665,505
637,286,4038,3298
722,708,3687,4188
6,336,1116,4425
418,585,4542,3001
379,170,733,260
507,891,2921,8901
113,182,9898,1951
851,15,3498,2370
510,495,9316,6153
595,579,4717,8279
850,886,4854,6483
872,836,1858,5668
975,553,5473,2734
613,109,2513,2256
468,552,4960,1072
92,305,3515,3921
491,979,9989,2969
827,5,2316,5942
101,842,2014,3277
492,692,2167,3969
762,272,3028,7920
535,360,9335,1488
484,184,4231,9850
988,834,3148,7959
478,655,7521,9323
876,947,9127,2187
166,99,0,5210
139,89,8268,270
93,983,7611,7377
180,245,2628,9788
575,238,6134,365
3,929,573,8194
605,723,1548,3051
388,80,8377,783
271,114,6045,4483
794,275,3492,7138
131,79,8225,9224
583,567,7839,7159
815,178,9812,5485
903,308,5689,237
592,560,1896,7058
511,508,2455,1462
685,259,9992,9063
811,785,5416,9413
962,291,5383,1666
986,884,1405,6296
51,290,4538,1656
289,541,1186,1131
445,885,2139,810
236,763,2678,55
788,62,3794,3523
490,593,2719,7559
279,404,8048,2662
43,947,4602,3279
881,479,4450,1533
765,324,3957,4011
936,380,6069,933
924,680,8679,662
358,309,278,3845
645,342,2591,3023
567,669,8841,5967
525,474,354,8335
689,55,2242,7907
461,846,4899,6609
100,424,6236,6280
691,141,2480,8431
983,660,557,2004
460,375,3486,6592
768,225,161,5434
267,473,6244,4246
882,24,698,3396
361,689,3544,7570
407,364,3777,8994
36,94,2205,8544
467,507,491,1974
965,564,1992,9325
715,815,1032,4561
980,581,3283,1063
258,175,6016,1395
508,643,4919,9740
666,407,5974,1530
749,489,8977,52
308,926,1833,3151
611,850,991,5864
272,458,6984,5670
624,412,6346,2786
109,900,1783,1144
654,337,5184,2112
678,962,1184,295
259,871,1668,4742
656,330,6833,1580
741,212,5824,6278
906,989,571,2425
267,722,4300,8147
31,948,3738,7219
922,344,583,7011
939,575,7323,2627
810,546,8499,4805
730,523,8253,6146
176,942,7540,9785
103,345,5579,7618
235,822,4570,8701
92,247,5691,7935
200,623,1959,1891
810,324,8030,1461
898,466,5126,6920
742,90,3762,1999
924,293,2786,1970
766,540,1542,1551
596,523,1675,3851
34,658,33,101
116,648,2799,8083
687,849,7496,1460
457,668,1855,8925
470,258,6923,532
934,86,2685,91
984,157,1057,1819
919,493,6938,1156
787,185,4501,4934
398,343,7597,8696
596,820,6571,4936
116,868,4388,4782
361,740,6022,6868
203,515,2627,9125
145,568,3820,9447
443,949,7247,883
726,508,3643,2704
616,539,6191,6441
860,15,3762,4059
296,524,5987,4318
867,199,8798,2109
580,183,2355,7072
486,308,1333,9470
985,815,4008,7618
766,507,2473,389
230,280,6143,1648
202,833,3733,8957
361,157,2086,8539
394,359,3350,9537
247,258,8567,6015
439,918,1952,8521
913,156,3710,3793
395,424,1693,6064
760,605,8263,9165
655,778,1774,1245
794,20,573,2237
355,638,6485,2619
400,346,4664,8396
240,919,5059,7915
340,862,5362,362
886,349,4066,331
228,960,6471,7593
542,384,6113,6987
620,437,8344,421
930,455,5374,8954
538,623,8920,2783
854,745,9744,5290
671,545,3663,248
528,79,6694,6324
266,986,6141,482
128,451,6286,5503
219,594,6160,4414
81,540,9191,8891
560,488,7142,5232
552,642,5021,3861
19,522,6870,6706
326,391,6308,9559
36,573,9326,8314
381,358,4742,749
911,32,3145,1597
38,135,8143,8777
108,920,2715,6388
428,599,8545,8735
63,921,5393,5576
174,409,9494,2200
790,528,4082,2703
31,90,3731,8206
944,412,8701,9658
720,298,1537,7953
890,486,8092,8436
530,764,177,2614
105,72,2376,9090
481,717,7738,1478
205,260,8992,9574
246,689,6831,8243
834,989,3243,4918
678,311,3666,2274
88,958,937,2161
315,824,3027,3608
